claimlosscause,tpvehicledamage,tpvehicletowed,tpvehicledriveable,tpvehicletotalloss,tpvehiclerecovered,ivehicledamage,ivehicletowed,ivehicledriveable,ivehicletotalloss,ivehiclerecovered,trt__ivehicledamage,trt__ivehicledriveable,trt__ivehiclerecovered,trt__ivehicletotalloss,trt__ivehicletowed,trt__tpvehicledamage,trt__tpvehicledriveable,trt__tpvehiclerecovered,trt__tpvehicletotalloss,trt__tpvehicletowed,claimdecision,claimliability,claimlodgemethod,policyproducttype,policychannel,policypremiumbilling,new__claimdecision,new__claimliability,new__claimlodgemethod,new__policychannel,new__policypremiumbilling,new__policyproducttype,savings,claimid,claimstatus,claimcatastrophecode,claimcatastrophedesc,claimlosssuburb,claimlossstate,cls,claimincidentdescription,claimpolicenotified,claimpolicedate,claimpolicetime,claimfirenotified,claimreserve,claimexcesstotal,claimexcessapplicable,claimexcesswaived,policybrand,policystatus,policylob,policytype,policybillingrenewal,policyalterations,riskmotoragreedvalue,riskmotormarketvalue,risksuburb,riskstate,risksuminsured,riskmotorpurchaseprice,tpvehicleyear,tpvehicledriverage,ivehicleyear,ivehicledriverage,insured_parties,tp_parties,tp_parties_var,ActivityOwner,AdditionalInsured,Agent,AlternateContact,AnimalOwner,AppointmentContact,AssessmentLocation,Assessor,Broker,CaseManager,Claimant,ClaimantDependent,Complainant,Cyclist,DefenceBarrister,DefenceLawFirm,Defendant,Driver,Employee,Employer,Engineer,Executor,ExternalAssessor,Financier,FormerInsured,HireCarAgency,ImpactParty,IncidentParty,Informant,InjuredParty,Insured,InsuredRepresentative,Interestedparty,Investigator,LawEnforcementAgency,LegalCaseManager,ListedDriver,MainContact,MakeSafeProviderGeneralBuilder,Mortgagee,MotorRepairShop,NegotiationContact,Neighbour,Observer,Occupant,Other,OtherInsurer,Owner,OwningAgency,Passenger,Payee,Pedestrian,Plaintiff,PlaintiffLawFirm,PlaintiffsAttorney,Powerofattorney,PrimaryAssessor,RealEstateAgent,RecoveryAgent,RecoveryOnBehalfOf,RecoveryPayer,RepairShop,Repairer,Reporter,ResponsibleParty,ResponsiblePartyForIncident,SalvageService,ServiceProvider,SharpAgency,Supervisor,Supplier,Suspect,Swimmer,TPSettlementParty,Tenant,ThirdPartyInsurer,TowingAgency,TransportCarrier,UnitOwner,Vendor,Witness,claim_lag_losslodge,claim_lag_lossinception,claim_lag_lossalteration,fraud_class,prev_claims,POLICYINCEPTIONDATE,POLICYEXPIRYDATE,POLICYNBRCLAIMS,flag_claimpolicenotified,flag_claimfirenotified,flag_ivehicledriveable,flag_trt_ivehicledriveable,flag_trt_tpvehicledriveable,flag_prev_claims,flag_trt_ivehicletotalloss,flag_trt_tpvehicletotalloss,flag_newclaimlodgemethod_phone,new_claimlodgemethod_make,flag_aggclaimlosscause_driving,flag_aggclaimlosscause_parked,flag_aggclaimlosscause_theft,flag_aggclaimlosscause_hazard,flag_motorrepairshop,flag_salvageservice,flag_towingagency,alternate_fraud_class,flag_trt_tpvehicliedriveable,flag_trt_ivehicledamage,flag_trt_tpvehicledamage,flag_claimexcesswaived,flag_clsStat
Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6300096,Closed,,,KIRWAN,QLD,Collision with Stationary Object,***correct TOL 9.00pm***My son has lost control of the car and has hit a tree as he was going around a roundabout,Yes,NA,NA,No,5390.25,1000,1000,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,5980,0,RASMUSSEN,QLD,5980,0,0,0,1998,19.12,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1479,292,73,0,yes,4/30/2013,4/30/2014,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,1,1,1,0,1,0,0,1
Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,Not at Fault,Phone,,INTERNET,Annual,Accept,Not at Fault,Phone,INTERNET,Annual,Motor Comprehensive,0,6300236,Closed,,,RYDE,NSW,Third Party Failed Right of Way,As I was driving down the main thoroughfare a vehicle entered the road from a side street to my left impacting the p/s rear of my car.    poi-iv - rear p/s  poi-tpv- front,No,NA,NA,No,123.63,625,0,No,JCI,In force,Personal Insurance,Personal auto,"Automatic",0,9000,0,MEADOWBANK,NSW,9000,0,2005,0,2007,43.23,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,931,3,362,0,yes,2/13/2014,2/13/2015,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,1,0,0,1,1,1,1,0,0
Damage Whilst Driven,,,,,,Yes,No,No,Yes,,Yes,No,No,Yes,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6300246,Closed,,,HOWARD SPRINGS,NT,Collision with Stationary Object,I was driving when suddenly a dog came out from a bush so I swerve to the wet grass to avoid it and I lost control and hit a tree.    IV POI: d/s front door_ d/s front tyre puncher,No,NA,NA,No,17369.62,450,450,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,19500,0,HUMPTY DOO,NT,19500,19500,0,0,2013,24.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,682,38,327,0,yes,1/9/2014,1/9/2015,0,0,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,1,1,1,0,1,0,0,1
Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6300248,Closed,,,ANNANDALE,NSW,Third Party Hit in Rear by Insured,I was driving and the 2 cars in front stopped at a round about which was at the bottom of a hill_ I was driving well within the speed limit and the car in front was 30-40 meters in front but the road was wet and slippery and I have slip into the car in front and pushed it into the truck in front of it.,No,NA,NA,No,2092.09,600,600,No,APIA,In force,Personal Insurance,Personal auto,"Automatic",0,6480,0,HURLSTONE PARK,NSW,6480,0,2005,53.36,2002,61.79,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,5,360,0,yes,2/12/2014,2/12/2015,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,1,0,0,1,1,1,1,0,0
Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6300280,Closed,,,WACOL,QLD,Hit a parked car,I was reversing out of the car park. When I was reversing out_ I hit a parked car.    IV POI rear ds wheel arch_ rear bumper bar    TPV POI rear bumper_ a plastic underneath the bumper,No,NA,NA,No,201.82,600,600,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,20000,0,FOREST LAKE,QLD,20000,0,0,0,2007,43.68,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3973,11,354,0,yes,2/3/2014,2/3/2015,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,1,0,0,1,1,1,1,0,0
Theft,,,,,,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Accept,Not at Fault,Phone,,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6300424,Closed,,,BUDGEWOI,NSW,Theft of vehicle,My family and I were asleep at the time when someone broke into my house_ took the keys to my car and stole my car.,Yes,2/16/2014,34200,No,8551.39,550,550,No,Shannons,In force,Personal Insurance,Personal auto,"Automatic",0,8100,0,BUDGEWOI,NSW,8100,0,0,0,2004,32.24,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1511,96,269,0,yes,11/12/2013,11/12/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,1,1,1,1,0,1,0,0,0
Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6300691,Closed,,,WETHERILL PARK,NSW,Third Party Failed Right of Way,i was driving through the car park_ i was driving straight along the main thurafair_  a car tp1 that had been parked to the left side of the car park has turned right out of the car park and impacted into  the p/s front bumper of my car with the p/s front bumper,No,NA,NA,No,1809.51,650,0,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",0,10000,0,HINCHINBROOK,NSW,10000,0,0,0,2004,38.91,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5476,3,362,0,yes,2/10/2014,2/10/2015,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,1,0,0,1,1,1,1,0,0
Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6300820,Closed,,,GEORGES HALL,NSW,Theft of vehicle,I opened my curtains this morning and noticed that the car was not in the driveway.,Yes,NA,NA,No,23095.03,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,22400,0,GREENACRE,NSW,22400,0,0,0,2007,32.08,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2327,230,0,yes,10/5/2007,10/5/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driven,,,,,,Yes,No,No,Yes,,Yes,No,No,Yes,No,No,No,No,No,No,Accept,At Fault,Phone,,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6300842,Closed,,,SOUTHPORT,QLD,Collision with Stationary Object,I was driving on Kumbari Ave_ turning right onto Musgrave Ave_ as I was turning I have misjudged the distance and have hit into a tree.     IO POI: Whole Front bumper bar_ bonnet_ front spoiler all dented_ internal mechanical damage pipes and hoses,Yes,NA,NA,No,5195.11,500,500,No,Shannons,In force,Personal Insurance,Personal auto,"Automatic",0,5400,0,LABRADOR,QLD,5400,0,0,0,2002,42.57,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1762,2858,64,0,no,4/21/2006,4/21/2014,3,1,0,0,0,0,0,1,0,1,NA,1,0,0,0,1,1,1,1,0,1,0,0,1
Damage Whilst Parked,No,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,Yes,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6300854,Closed,,,MACGREGOR,QLD,Accidental Damage whilst parked,I parked my car and when I returned it was damaged and TP left a note.  POI IV: Rear d/s corner  POI TP: Unknown,No,NA,NA,No,1028.17,800,0,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,26990,0,UNDERWOOD,QLD,26990,0,2013,0,2013,33.31,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2073,1,364,0,yes,2/14/2014,2/14/2015,0,0,0,1,1,1,1,0,0,1,NA,0,1,0,0,0,0,0,1,1,1,0,0,0
Damage Whilst Driven,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6300885,Closed,,,SURREY DOWNS,SA,Insured Failed Right of Way,I was at traffic lights turning right. I thought it was a green arrow but it must have just been a green light to go straight. I turned right and collided with TP coming from the opposite direction.  POI IV: Front p/s 1/4 panel  POI TP: Front end,Yes,2/16/2014,43200,No,28812.08,450,450,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,15000,0,SURREY DOWNS,SA,15000,15000,0,0,2004,32.91,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2053,84,281,0,yes,11/24/2013,11/24/2014,0,1,0,1,1,0,1,0,0,1,NA,1,0,0,0,0,0,1,1,0,1,0,0,0
Damage Whilst Driven,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,At Fault,Phone,,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6300896,Closed,,,BOONAH,QLD,Collision with Stationary Object,Philip has reversed out of his carport and hit the top of the van.,No,NA,NA,No,3457.5,800,200,No,CIL,In force,Personal Insurance,Personal auto,"Automatic",0,55500,0,BOONAH,QLD,55500,0,0,0,1995,40.99,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4261,1,352,0,yes,2/13/2014,2/1/2015,0,0,0,1,1,0,1,0,0,1,NA,1,0,0,0,1,0,0,1,0,1,0,0,1
Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6301116,Closed,,,WERRINGTON,NSW,Theft of vehicle,****CORRECT TOA 6.30****  I went to bed and last saw the car at around midnight_ parked in the driveway.  We got up early this morning_ as we have to go to court in Goulburn. When we went outside the car was gone.,Yes,2/17/2014,27000,No,35977.99,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,34000,0,LYNEHAM,ACT,34000,20000,0,0,2002,23.19,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1076,20,0,yes,3/9/2011,3/9/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driven,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,At Fault,Make,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Make,DIRECT,Monthly,Motor Comprehensive,0,6301322,Closed,,,RANDWICK,NSW,Collision with Stationary Object,I drove into a car space that had a large pole on one side and a 4WD on the other. I drove too close to the pole and swiped the pole causing scratches and a dent of the driver side door and small scratches on the passenger door (driver side) as well as the bumper next to the passenger door.,No,NA,NA,No,2683.62,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,50841,0,WOOLLAHRA,NSW,50841,50841,0,0,2013,35.01,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6046,6,359,0,yes,2/7/2014,2/7/2015,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
Damage Whilst Parked,Yes,No,Yes,No,,Yes,No,Yes,Yes,,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Accept,At Fault,Make,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Make,DIRECT,Monthly,Motor Comprehensive,0,6301330,Closed,,,MORNINGTON,VIC,Accidental Damage whilst parked,i was trying to get out the parking spot_ and reversing and hit into another car's front part.,No,NA,NA,No,4918.34,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,3600,0,KNOXFIELD,VIC,3600,0,0,0,2001,30.44,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1432,1,364,0,yes,2/15/2014,2/15/2015,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0
Damage Whilst Driven,Yes,No,No,No,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6301761,Closed,,,SOUTH HURSTVILLE,NSW,Third Party Hit in Rear by Insured,I was driving down the road with my girlfriend driving my mom's car in front of me_ I had to sneeze_ and when I did_ I did not see that my Girlfriend suddenly stopped_ I applied the breaks but it was too late_ I ran into the back of her and in turn her car was pushed to the car in front of it.    IV POI: Front bumper bar  TPV1 POI: 1st POI Rear Bumper bar 2nd POI Front Bumper bar  TPV2 POI: Tow Bar,Yes,NA,NA,No,11044.02,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,11500,0,GARDEN SUBURB,NSW,11500,0,0,21.4,2005,28.51,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1112,0,365,0,yes,2/16/2014,2/16/2015,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,0,1,0,1,0,1,1,0,0
Damage Whilst Parked,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,Not at Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6301830,Closed,,,RICHMOND,NSW,Accidental Damage whilst parked,My car was parked in  the parking area of Richmond Shopping center_ when I returned I noticed that the front of my car was damaged. It looks like that a truck hit my car at the front.    IV POI: middle part of the bonnet  TPV POI: unknown,No,NA,NA,No,2510.57,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,9525,0,KURMOND,NSW,9525,0,0,0,2006,52.01,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082,3,362,0,yes,2/13/2014,2/13/2015,0,0,0,1,1,0,1,0,0,1,NA,0,1,0,0,1,0,0,1,0,1,0,0,0
Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6301974,Closed,,,LOVEDALE,NSW,Theft of vehicle,My son Jye was sleeping in room 16 at the motel when two males got into the room via the window and held a knife to him and took him to my partner Grant.  They demanded the keys to the car or they would stab Jye.  Grant has handed the keys over and they have stolen the car.,Yes,2/15/2014,61200,No,18575,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,19200,0,LOVEDALE,NSW,19200,0,0,0,2005,50.81,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3398,248,117,0,yes,6/12/2013,6/12/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6302078,Closed,,,MACKAY,QLD,Insured Reversed into Third Party,I was reversing out of a carpark at school and impacted with a TPV parked opposite behind me.,No,NA,NA,No,3001.77,600,600,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,25400,0,GLENELLA,QLD,25400,0,2013,0,2006,40.56,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,196,3,362,0,yes,2/14/2014,2/14/2015,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,0,0,0,1,1,1,1,0,0
Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6302133,Closed,,,PROSPECT,NSW,Collision with Stationary Object,*****acutal time of accdient was 4.15am******    i have come off the road somehow in the wet and i think it has hit the railing but i have suffered concussion and not to certain on the details of the incident .    iv point of impact: uknown,Yes,2/17/2014,15300,No,13225.92,800,800,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",1,14800,0,BURWOOD,NSW,14800,0,0,0,2007,41.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,292,73,0,yes,5/1/2013,5/1/2014,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,0,1,0,1,0,1,0,0,1
Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Reject,At Fault,Phone,,INTERNET,Annual,Reject,At Fault,Phone,INTERNET,Annual,Motor Comprehensive,1957.85,6302251,Closed,,,BURNSIDE,SA,Insured Failed Right of Way,After my wife exited a round about she began to change lanes to the left when she was hit in the side by another car.    IO POI: front P/S bumper  TP POI: D/S front door,No,NA,NA,No,0,400,400,No,Bingle,In force,Personal Insurance,Personal auto,"Automatic",0,11700,0,Campbelltown,SA,11700,11500,0,0,2008,50.52,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56247,0,365,0,yes,1/9/2014,1/9/2015,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,0,0,0,1,1,1,1,0,0
Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6302276,Closed,,,GOULBURN,NSW,Collision with Stationary Object,SVA***My granddaughter was driving my car_ she drove herself into a tree in an attempt to commit suicide.    IV POI; front end major damage,Yes,NA,NA,No,1206.68,2050,2050,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",0,2400,0,GOULBURN,NSW,2400,0,0,0,2000,17.94,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,850,246,0,yes,10/20/2011,10/20/2014,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,0,1,0,1,0,1,0,0,1
