agg__claimlosscause,claimlosscause,tpvehicledamage,tpvehicletowed,tpvehicledriveable,tpvehicletotalloss,tpvehiclerecovered,ivehicledamage,ivehicletowed,ivehicledriveable,ivehicletotalloss,ivehiclerecovered,trt__ivehicledamage,trt__ivehicledriveable,trt__ivehiclerecovered,trt__ivehicletotalloss,trt__ivehicletowed,trt__tpvehicledamage,trt__tpvehicledriveable,trt__tpvehiclerecovered,trt__tpvehicletotalloss,trt__tpvehicletowed,claimdecision,claimliability,claimlodgemethod,policyproducttype,policychannel,policypremiumbilling,new__claimdecision,new__claimliability,new__claimlodgemethod,new__policychannel,new__policypremiumbilling,new__policyproducttype,savings,claimid,claimstatus,claimcatastrophecode,claimcatastrophedesc,claimlosssuburb,claimlossstate,cls,claimincidentdescription,claimpolicenotified,claimpolicedate,claimpolicetime,claimfirenotified,claimreserve,claimexcesstotal,claimexcessapplicable,claimexcesswaived,policybrand,policystatus,policylob,policytype,policybillingrenewal,policyalterations,riskmotoragreedvalue,riskmotormarketvalue,risksuburb,riskstate,risksuminsured,riskmotorpurchaseprice,tpvehicleyear,tpvehicledriverage,ivehicleyear,ivehicledriverage,insured_parties,tp_parties,tp_parties_var,ActivityOwner,AdditionalInsured,Agent,AlternateContact,AnimalOwner,AppointmentContact,AssessmentLocation,Assessor,Broker,CaseManager,Claimant,ClaimantDependent,Complainant,Cyclist,DefenceBarrister,DefenceLawFirm,Defendant,Driver,Employee,Employer,Engineer,Executor,ExternalAssessor,Financier,FormerInsured,HireCarAgency,ImpactParty,IncidentParty,Informant,InjuredParty,Insured,InsuredRepresentative,Interestedparty,Investigator,LawEnforcementAgency,LegalCaseManager,ListedDriver,MainContact,MakeSafeProviderGeneralBuilder,Mortgagee,MotorRepairShop,NegotiationContact,Neighbour,Observer,Occupant,Other,OtherInsurer,Owner,OwningAgency,Passenger,Payee,Pedestrian,Plaintiff,PlaintiffLawFirm,PlaintiffsAttorney,Powerofattorney,PrimaryAssessor,RealEstateAgent,RecoveryAgent,RecoveryOnBehalfOf,RecoveryPayer,RepairShop,Repairer,Reporter,ResponsibleParty,ResponsiblePartyForIncident,SalvageService,ServiceProvider,SharpAgency,Supervisor,Supplier,Suspect,Swimmer,TPSettlementParty,Tenant,ThirdPartyInsurer,TowingAgency,TransportCarrier,UnitOwner,Vendor,Witness,claim_lag_losslodge,claim_lag_lossinception,claim_lag_lossalteration,fraud_class,prev_claims,POLICYINCEPTIONDATE,POLICYEXPIRYDATE,POLICYNBRCLAIMS,flag_claimpolicenotified,flag_claimfirenotified,flag_ivehicledriveable,flag_trt_ivehicledriveable,flag_trt_tpvehicledriveable,flag_prev_claims,flag_trt_ivehicletotalloss,flag_trt_tpvehicletotalloss,flag_newclaimlodgemethod_phone,new_claimlodgemethod_make,flag_aggclaimlosscause_driving,flag_aggclaimlosscause_parked,flag_aggclaimlosscause_theft,flag_aggclaimlosscause_hazard,flag_motorrepairshop,flag_salvageservice,flag_towingagency,alternate_fraud_class,flag_trt_tpvehicliedriveable,flag_trt_ivehicledamage,flag_trt_tpvehicledamage,flag_claimexcesswaived,flag_clsStat
Damage Whilst Driving,Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6452819,Closed,,,SYDNEY,NSW,Insured Reversed into Third Party,I was reversing out of my car spot and there was a car stationary behind me. It was dark and crowded and i did not see the car behind me and i have reversed into it.    IV POI: middle rear bumper  TPV POI: driver side rear quarter panel,No,NA,NA,No,1557.41,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",1,22100,0,MANLY,NSW,22100,24000,0,0,2012,53.29,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22308,2457,133,0,no,6/16/2007,7/19/2014,2,0,0,1,1,1,0,0,0,1,NA,1,0,0,0,1,0,0,1,1,1,1,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6452906,Closed,,,WARBURTON,VIC,Collision with Stationary Object,I was driving straight along Warburton Highway when a wombat was in the middle of the road and I was trying to avoid it when I hit the back of the wombat_ I swerved and lose control and went off the road and got into the mud bank that damaged the front bumper and grille and some internal parts of the car like front suspension.,No,NA,NA,No,13356.16,2175,2175,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,33950,0,BLACKBURN NORTH,VIC,33950,35000,0,0,2012,26.21,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3714,441,289,0,yes,1/4/2013,1/4/2015,0,0,0,0,0,0,1,0,0,1,NA,1,0,0,0,0,0,1,1,0,1,0,0,1
Other,Other,,,,,,Yes,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,Reject,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Reject,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6452924,Closed,,,KEYSBOROUGH,VIC,Insured Alleged Cause of Incident,IO called to lodge a claim_ While on hold with TSo call dropped out. Attempted to call back - nil answer - LMTCB    I was driving and the car in front of me was starting and stopping_ starting and stopping and I have accidentally hit them in the rear.    IV POI - front end    TP POI - rear end,No,NA,NA,No,0,600,600,No,GIO,Cancelle,Personal Insurance,Personal auto,"Automatic",1,19500,0,FRANKSTON,VIC,19500,16990,0,0,2005,28.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121029,123,242,0,yes,8/29/2013,8/29/2014,0,0,0,0,0,0,1,0,0,1,NA,0,0,0,0,0,0,0,1,0,1,0,0,0
Damage Whilst Parked,Damage Whilst Parked,,,,,,Yes,No,Yes,Yes,,Yes,Yes,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6453057,Closed,,,BRIGHTON-LE-SAND,NSW,Accidental Damage whilst parked,I had my car parked while I was in a restaurant. I arrived around 8pm. I have gotten in the car about 10.30pm & gone home. This morning when I have gone out to the car I have noticed that there is some damage to the passengers side doors like some one has hit the car while they were parking. There were no details lef t& I did not notice this last night as I did not look at the passengers side at the time.,No,NA,NA,No,4121.15,650,650,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",0,4360,0,PUNCHBOWL,NSW,4360,0,0,0,2002,37.53,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,780,15,350,0,yes,3/8/2014,3/8/2015,0,0,0,1,1,0,1,1,0,1,NA,0,1,0,0,0,1,1,1,0,1,0,0,0
Theft,Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,,DIRECT,Annual,Accept,Not at Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6453061,Closed,,,HAPPY VALLEY,SA,Theft of vehicle,***actual time 12:15 pm    i have returned from three days away and noticed that the bollard at front of the roller door was gone and the someone has broken into my property and stolen my car. it appears they have opened the roller door to take the car from the inside meaning they have had to climb the fence to get into my yard    poi: theft,Yes,NA,NA,No,18421,200,200,No,Shannons,In force,Personal Insurance,Personal auto,"Automatic",0,20000,0,HAPPY VALLEY,SA,20000,0,0,0,1977,64.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,276,89,0,yes,6/21/2013,6/21/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,1,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6453262,Closed,,,MAITLAND,NSW,Hit a parked car,He finished work_ and was driving a girl home. he has hit a parked car in a local street. He is not sure how it happened,Yes,NA,NA,No,3330.87,1025,1025,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,4030,0,RUTHERFORD,NSW,4030,0,0,0,1999,19.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,584,34,331,0,yes,2/18/2014,2/18/2015,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,0,1,1,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,No,No,,Yes,No,No,No,No,Yes,Yes,No,No,No,Accept,At Fault,Phone,Third Party Propert,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Third Party Propert,0,6453637,Closed,,,RICHMOND,VIC,Third Party Hit in Rear by Insured,I was driving along the road when TPV1 suddenly stopped because of another vehicle who's doing an illegal U-Turn and I accidentally hit the back of TPV1.    POI IV: front MID bumper_ bonnet MID  POI TP: rear MID bumper_ boot MID,No,NA,NA,No,6744.5,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,2000,0,RICHMOND,VIC,2000,0,2004,0,1995,28.15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3016,3,362,0,yes,3/19/2014,3/19/2015,0,0,0,0,0,1,1,0,0,1,NA,1,0,0,0,0,0,0,1,1,1,1,0,0
Theft,Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6453705,Closed,,,Double bay,NSW,Theft of vehicle,my boyfriend Benjamin hicks was using my vespa to Double bay in Sydney_ and met some friends at the pub_ he had a few drinks and caught a taxi home and went to collect it this morning and it was gone     damage poi - theft Unrecovered,Yes,NA,NA,No,2711.63,400,400,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,3600,0,TAMARAMA,NSW,3600,0,0,0,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,21,344,0,yes,3/3/2014,3/3/2015,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Theft,Theft,,,,,,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,INTERNET,Annual,Accept,Not at Fault,Phone,INTERNET,Annual,Motor Comprehensive,0,6453718,Closed,,,WHITEMAN,WA,Theft of vehicle,I left my car parked and went to my daughters birthday party_ the party went through fine_ and I walked to the parking area to get my car and drove it to pick up my wife and daughter_ and as I jump out of the car_ two islander pushed me aside_ the guy went inside my car and so the other guy went on the passenger side_ I tried to open the DS door but their already reversing to drove away_ I right Away call the police. My wife's wallet and,Yes,3/23/2014,56580,No,12822.49,1000,1000,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,20610,0,LANDSDALE,WA,20610,0,0,0,2006,35.52,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1192,198,167,0,yes,9/6/2013,9/6/2014,0,1,0,0,0,0,1,0,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Natural Hazard,Natural Hazard,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,No Fault,Phone,,DIRECT,Annual,Accept,No Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6453747,Closed,,,MILPERRA,NSW,Flood,I was travelling straight on Milperra Rd. There was water on the road between Bunnings and KFC. I saw another car the same as mine go through the water so thought I could go through it. I got part way across when I realised the water was too deep. I stopped and some trucks went past pushing more water into my car. I was towed out of the water and now my car wont start.,No,NA,NA,No,7141.5,950,950,No,Shannons,In force,Personal Insurance,Personal auto,"Manual",0,10000,0,TAHMOOR,NSW,10000,0,0,0,1995,18.89,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,186,179,0,yes,9/19/2013,9/19/2014,0,0,0,0,0,0,1,1,0,1,NA,0,0,0,1,1,1,0,1,0,1,0,0,0
Natural Hazard,Natural Hazard,,,,,,Yes,No,Yes,Yes,,Yes,Yes,No,Yes,No,No,No,No,No,No,Reject,No Fault,Phone,,INTERNET,Monthly,Reject,No Fault,Phone,INTERNET,Monthly,Motor Comprehensive,40950,6453779,Closed,,,CRONULLA,NSW,Flood,I was notified by a friend of mine_ that there is flash flooding and water has raised upto the windows.     IV POI: water has raised upto the window,No,NA,NA,No,3209.55,550,550,No,Bingle,In force,Personal Insurance,Personal auto,"Automatic",0,41500,0,Illawong,NSW,41500,24500,0,0,2005,34.16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,286,79,1,yes,6/11/2013,6/11/2014,0,0,0,1,1,0,1,1,0,1,NA,0,0,0,1,0,0,0,0,0,1,0,0,0
Damage Whilst Parked,Damage Whilst Parked,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Reject,Not at Fault,Phone,,INTERNET,Annual,Reject,Not at Fault,Phone,INTERNET,Annual,Motor Comprehensive,0,6453942,Closed,,,EIGHT MILE PLAIN,QLD,Accidental Damage whilst parked,I have dropped my vehicle into a repairer after my wife has caused damage to the vehicle. While my vehicle was in the shop a tyre has been stolen and replaced with a much older tyre_ and the initial repairs were very poor. The vehicle has been driven while at the repairer and the front bumper has been damaged_ and the repairer has tried to fix that damage and it was also completed poorly. The plastic cover for the boot has also been damag,No,NA,NA,No,0,800,0,No,JCI,In force,Personal Insurance,Personal auto,"Automatic",0,26000,0,EIGHT MILE PLAINS,QLD,26000,26000,0,0,2012,36.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2740,360,5,0,yes,3/27/2013,3/27/2014,0,0,0,1,1,0,1,0,0,1,NA,0,1,0,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6453947,Closed,,,SEVEN HILLS,NSW,Third Party Hit in Rear by Insured,My husband was driving along the road_ approaching a roundabout to turn left to Cornelia Rd when the vehicle in front (TP1) stopped. He was taking caution of the oncoming traffic. He was not able to stop in time_ hitting TP1 in the rear causing damages.    POI-IV: PS front bumper_ PS front head light  POI-TPV: PS rear bumper,No,NA,NA,No,2619.31,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,4100,0,SEVEN HILLS,NSW,4100,0,0,0,1995,34.13,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77535,8,357,0,yes,1/21/2014,1/21/2015,0,0,0,1,1,0,1,0,0,1,NA,1,0,0,0,1,0,0,1,0,1,0,0,0
Natural Hazard,Natural Hazard,,,,,,Yes,No,No,Yes,,Yes,No,No,Yes,No,No,No,No,No,No,Accept,No Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,No Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6454166,Closed,,,CANTERBURY,NSW,Flood,I was driving along Phillips Avenue in Canterbury_ near Warrigal Avenue during heavy rain and flash flooding.  I didn't realise the road was flooded and the car conked out.  I had my mobile phone & iPad in the car also_ that have both been damaged by the water. The water came up about mid door height,No,NA,NA,No,15886.99,1175,1175,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,15730,0,EARLWOOD,NSW,15730,0,0,0,2006,28.57,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,345,0,yes,3/4/2014,3/4/2015,0,0,0,0,0,0,1,1,0,1,NA,0,0,0,1,0,1,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6454391,Closed,,,North Geelong,VIC,Collision with Stationary Object,I was with a friend. I left another friends place. I was driving up Thompson Rd. I was going to head to Maccas. As I was driving up Thompson road there was a car wash on the right side of the road_ and there was salvation army on right side also across from the car wash. A large dog ran onto the road from the left side. I veered away from it. I over corrected_ there were 2 gutters_ I went up both gutters and damaged under the car and airb,No,NA,NA,No,14768.45,650,650,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",1,18100,0,LOVELY BANKS,VIC,18100,0,0,0,2007,25.96,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151,16,349,0,yes,3/7/2014,3/7/2015,0,0,0,0,0,0,1,1,0,1,NA,1,0,0,0,0,1,0,1,0,1,0,0,1
Theft,Theft,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Reject,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Reject,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6454495,Closed,,,SLACKS CREEK,QLD,Theft of vehicle,**claim rejected as no policy at time of loss ***DOL IS JULY 2013*   My car has been stolen.,Yes,NA,NA,No,0,600,600,No,Suncorp,In force,Personal Insurance,Personal auto,"Manual",1,0,0,SLACKS CREEK,QLD,0,0,0,0,2005,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,560513,610,121,0,yes,6/29/2011,6/29/2013,0,1,0,0,0,0,1,0,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,At Fault,Phone,,INTERNET,Annual,Accept,At Fault,Phone,INTERNET,Annual,Motor Comprehensive,0,6454563,Closed,,,Mentone,VIC,Insured Failed Right of Way,I was at driving through the car park and I hit another vehicle.  IO POI Driver side Bumper  TP POI Passenger Side Drivers rear back door and fender.,No,NA,NA,No,6111.29,500,500,No,Bingle,In force,Personal Insurance,Personal auto,"Automatic",0,8300,0,Heathmont,VIC,8300,13000,2000,0,2005,35.09,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75,675,55,0,yes,5/18/2012,5/18/2014,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,0,0,0,1,1,1,1,0,0
Damage Whilst Driving,Damage Whilst Driven,No,No,Yes,No,,Yes,No,No,Yes,,Yes,No,No,Yes,No,No,Yes,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6454574,Closed,,,LEWISHAM,NSW,Third Party Hit in Rear by Insured,I was driving on a road and I have hit the rear of the car in front.,No,NA,NA,No,6023.85,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,9880,0,ASHFIELD,NSW,9880,0,2010,17.59,2003,47.48,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,3,362,0,yes,3/21/2014,3/21/2015,0,0,0,0,0,1,1,1,0,1,NA,1,0,0,0,0,1,1,1,1,1,0,0,0
Natural Hazard,Natural Hazard,,,,,,Yes,No,No,Yes,,Yes,No,No,Yes,No,No,No,No,No,No,Accept,No Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,No Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6454615,Closed,,,BOTANY,NSW,Flood,I was driving along the road and approached some shallow flood waters. It looked ok to cross.  As I was crossing_ a vehicle coming from the opposite direction has caused the height of the water near my vehicle to increase. This has caused my vehicle to stall and now I'm partially submerged in the flood waters.    POI IV: p/side interior flooded_ possible engine damage,No,NA,NA,No,21656.35,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,25200,0,CARINGBAH SOUTH,NSW,25200,55000,0,0,2003,53.93,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2542,15,0,yes,4/8/2007,4/8/2014,0,0,0,0,0,0,1,1,0,1,NA,0,0,0,1,0,1,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Reject,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Reject,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6454884,Closed,,,SMITHFIELD,NSW,Third Party Hit in Rear by Insured,"***CLAIM IS REJECTED ** REAL DATE OF LOSS IS 25 -PRIOR TO POLICY STARTING -*** DO NOT AUTH ANYTHING*****""one of my driver's (KHISHAN) was going through a traffic light and the light turned amber and the car in front has stopped suddenly and he has gone into the back of the car in front""    IV POI: front bumper  TPV POI: rear boot area",No,NA,NA,No,0,1250,1250,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",0,10500,0,DOONSIDE,NSW,10500,0,0,0,2004,18.7,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10397,9,356,0,yes,3/8/2014,3/8/2015,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,1,0,0,1,1,1,1,0,0
Damage Whilst Driving,Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,Not at Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6454994,Closed,,,SUTHERLAND,NSW,Third Party Failed Right of Way,My son was driving the vehicle and was driving on a three way lane. He was on the right hand lane driving straight and there was a small one way road on the left and a woman came out of the street unto the hway towards the middle lane and came into his lane and hit into side of my son's car and the lady drove away.    POI IV: front p/s and rear p/s door   POI TPV: front d/s door and d/s panels,Yes,3/24/2014,63000,No,87.1,1025,0,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,13400,0,SYLVANIA,NSW,13400,0,1992,82.62,2006,18.38,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,5,360,0,yes,3/19/2014,3/19/2015,0,1,0,1,1,1,1,0,0,1,NA,1,0,0,0,0,0,0,1,1,1,1,0,0
